wavenumber,intensity
4001.37,0
4000.9,0.000848034689019914
4000.42,0.000907429566701596
3999.94,0.000921978626836594
3999.47,0.00086902574383537
3998.99,0
3998.51,0
3998.04,0
3997.56,0
3997.08,0
3996.6,0
3996.13,0
3995.65,0.000869115295408437
3995.17,0.000879172493482836
3994.7,0.000857047534532221
3994.22,0.000798095138644204
3993.74,0.000773880118698729
3993.26,0
3992.79,0
3992.31,0
3991.83,0
3991.35,0
3990.88,0
3990.4,0
3989.92,0
3989.44,0.000816886187566927
3988.96,0.000815310062858409
3988.49,0
3988.01,0
3987.53,0
3987.05,0
3986.57,0
3986.09,0
3985.61,0
3985.14,0
3984.66,0
3984.18,0
3983.7,0
3983.22,0
3982.74,0
3982.26,0
3981.78,0
3981.3,0
3980.83,0
3980.35,0
3979.87,0
3979.39,0
3978.91,0
3978.43,0
3977.95,0
3977.47,0
3976.99,0
3976.51,0
3976.03,0
3975.55,0
3975.07,0
3974.59,0
3974.11,0
3973.63,0
3973.15,0
3972.67,0
3972.19,0
3971.71,0
3971.23,0
3970.74,0
3970.26,0.000809521310798478
3969.78,0
3969.3,0.000776264871504915
3968.82,0
3968.34,0
3967.86,0
3967.38,0
3966.9,0
3966.42,0
3965.93,0
3965.45,0
3964.97,0
3964.49,0
3964.01,0
3963.53,0
3963.04,0
3962.56,0
3962.08,0
3961.6,0
3961.12,0
3960.63,0
3960.15,0
3959.67,0
3959.19,0
3958.71,0
3958.22,0
3957.74,0
3957.26,0
3956.77,0
3956.29,0
3955.81,0
3955.33,0
3954.84,0
3954.36,0
3953.88,0
3953.39,0
3952.91,0
3952.43,0
3951.94,0
3951.46,0
3950.98,0
3950.49,0
3950.01,0
3949.53,0
3949.04,0
3948.56,0
3948.07,0
3947.59,0
3947.11,0
3946.62,0
3946.14,0
3945.65,0
3945.17,0
3944.69,0
3944.2,0
3943.72,0
3943.23,0
3942.75,0
3942.26,0
3941.78,0
3941.29,0
3940.81,0
3940.32,0
3939.84,0
3939.35,0
3938.87,0
3938.38,0
3937.9,0
3937.41,0
3936.93,0
3936.44,0
3935.95,0
3935.47,0
3934.98,0
3934.5,0
3934.01,0
3933.52,0
3933.04,0
3932.55,0
3932.07,0
3931.58,0
3931.09,0
3930.61,0
3930.12,0
3929.63,0
3929.15,0
3928.66,0
3928.17,0
3927.69,0
3927.2,0
3926.71,0
3926.23,0
3925.74,0
3925.25,0
3924.76,0
3924.28,0
3923.79,0
3923.3,0
3922.81,0
3922.33,0
3921.84,0
3921.35,0
3920.86,0
3920.38,0
3919.89,0
3919.4,0
3918.91,0
3918.42,0
3917.94,0
3917.45,0
3916.96,0
3916.47,0
3915.98,0
3915.49,0
3915,0
3914.52,0
3914.03,0
3913.54,0
3913.05,0
3912.56,0
3912.07,0
3911.58,0
3911.09,0
3910.6,0
3910.11,0
3909.62,0
3909.14,0
3908.65,0
3908.16,0
3907.67,0
3907.18,0
3906.69,0
3906.2,0
3905.71,0
3905.22,0
3904.73,0
3904.24,0
3903.75,0
3903.26,0
3902.77,0
3902.27,0
3901.78,0
3901.29,0
3900.8,0
3900.31,0
3899.82,0
3899.33,0
3898.84,0
3898.35,0
3897.86,0
3897.37,0
3896.87,0
3896.38,0
3895.89,0
3895.4,0
3894.91,0
3894.42,0
3893.93,0
3893.43,0
3892.94,0
3892.45,0
3891.96,0
3891.47,0
3890.97,0
3890.48,0
3889.99,0
3889.5,0
3889.01,0
3888.51,0
3888.02,0
3887.53,0
3887.03,0
3886.54,0
3886.05,0
3885.56,0
3885.06,0
3884.57,0
3884.08,0
3883.58,0
3883.09,0
3882.6,0
3882.1,0
3881.61,0
3881.12,0
3880.62,0
3880.13,0
3879.64,0
3879.14,0
3878.65,0
3878.15,0
3877.66,0
3877.17,0
3876.67,0
3876.18,0
3875.68,0
3875.19,0
3874.7,0
3874.2,0
3873.71,0
3873.21,0
3872.72,0
3872.22,0
3871.73,0
3871.23,0
3870.74,0
3870.24,0
3869.75,0
3869.25,0
3868.76,0
3868.26,0
3867.77,0
3867.27,0
3866.77,0
3866.28,0
3865.78,0
3865.29,0
3864.79,0
3864.3,0
3863.8,0
3863.3,0
3862.81,0
3862.31,0
3861.81,0
3861.32,0
3860.82,0
3860.33,0
3859.83,0
3859.33,0
3858.84,0
3858.34,0
3857.84,0
3857.35,0
3856.85,0
3856.35,0
3855.85,0
3855.36,0
3854.86,0
3854.36,0
3853.86,0
3853.37,0
3852.87,0
3852.37,0
3851.87,0
3851.38,0
3850.88,0
3850.38,0
3849.88,0
3849.38,0
3848.89,0
3848.39,0
3847.89,0
3847.39,0
3846.89,0
3846.39,0
3845.9,0
3845.4,0
3844.9,0
3844.4,0
3843.9,0
3843.4,0
3842.9,0
3842.4,0
3841.91,0
3841.41,0
3840.91,0
3840.41,0
3839.91,0
3839.41,0
3838.91,0
3838.41,0
3837.91,0
3837.41,0
3836.91,0
3836.41,0
3835.91,0
3835.41,0
3834.91,0
3834.41,0
3833.91,0
3833.41,0
3832.91,0
3832.41,0
3831.91,0
3831.41,0
3830.91,0
3830.4,0
3829.9,0
3829.4,0
3828.9,0
3828.4,0
3827.9,0
3827.4,0
3826.9,0
3826.4,0
3825.89,0
3825.39,0
3824.89,0
3824.39,0
3823.89,0
3823.39,0
3822.88,0
3822.38,0
3821.88,0
3821.38,0
3820.88,0
3820.37,0
3819.87,0
3819.37,0
3818.87,0
3818.36,0
