wavenumber,intensity
4001.37,0
4000.9,0
4000.42,0
3999.94,0
3999.47,0
3998.99,0
3998.51,0
3998.04,0
3997.56,0
3997.08,0
3996.6,0
3996.13,0
3995.65,0
3995.17,0
3994.7,0
3994.22,0
3993.74,0
3993.26,0
3992.79,0
3992.31,0
3991.83,0
3991.35,0
3990.88,0
3990.4,0
3989.92,0
3989.44,0
3988.96,0
3988.49,0
3988.01,0
3987.53,0
3987.05,0
3986.57,0
3986.09,0
3985.61,0
3985.14,0
3984.66,0
3984.18,0
3983.7,0
3983.22,0
3982.74,0
3982.26,0
3981.78,0
3981.3,0
3980.83,0
3980.35,0
3979.87,0
3979.39,0
3978.91,0
3978.43,0
3977.95,0
3977.47,0
3976.99,0
3976.51,0
3976.03,0
3975.55,0
3975.07,0
3974.59,0
3974.11,0
3973.63,0
3973.15,0
3972.67,0
3972.19,0
3971.71,0
3971.23,0
3970.74,0
3970.26,0
3969.78,0
3969.3,0
3968.82,0
3968.34,0
3967.86,0
3967.38,0
3966.9,0
3966.42,0
3965.93,0
3965.45,0
3964.97,0
3964.49,0
3964.01,0
3963.53,0
3963.04,0
3962.56,0
3962.08,0
3961.6,0
3961.12,0
3960.63,0
3960.15,0
3959.67,0
3959.19,0
3958.71,0
3958.22,0
3957.74,0
3957.26,0
3956.77,0
3956.29,0
3955.81,0
3955.33,0
3954.84,0
3954.36,0
3953.88,0
3953.39,0
3952.91,0
3952.43,0
3951.94,0
3951.46,0
3950.98,0
3950.49,0
3950.01,0
3949.53,0
3949.04,0
3948.56,0
3948.07,0
3947.59,0
3947.11,0
3946.62,0
3946.14,0
3945.65,0
3945.17,0
3944.69,0
3944.2,0
3943.72,0
3943.23,0
3942.75,0
3942.26,0
3941.78,0
3941.29,0
3940.81,0
3940.32,0
3939.84,0
3939.35,0
3938.87,0
3938.38,0
3937.9,0
3937.41,0
3936.93,0
3936.44,0
3935.95,0
3935.47,0
3934.98,0
3934.5,0
3934.01,0
3933.52,0
3933.04,0
3932.55,0
3932.07,0
3931.58,0
3931.09,0
3930.61,0
3930.12,0
3929.63,0
3929.15,0
3928.66,0
3928.17,0
3927.69,0
3927.2,0
3926.71,0
3926.23,0
3925.74,0
3925.25,0
3924.76,0
3924.28,0
3923.79,0
3923.3,0
3922.81,0
3922.33,0
3921.84,0
3921.35,0
3920.86,0
3920.38,0
3919.89,0
3919.4,0
3918.91,0
3918.42,0
3917.94,0
3917.45,0
3916.96,0
3916.47,0
3915.98,0
3915.49,0
3915,0
3914.52,0
3914.03,0
3913.54,0
3913.05,0
3912.56,0
3912.07,0
3911.58,0
3911.09,0
3910.6,0
3910.11,0
3909.62,0
3909.14,0
3908.65,0
3908.16,0
3907.67,0
3907.18,0
3906.69,0
3906.2,0
3905.71,0
3905.22,0
3904.73,0
3904.24,0
3903.75,0
